"BP_APPL_SEQ","LOAN_TYPE_NAME","source_appl_seq","X135","X145","X139","X134","X136","X140","X143","X152","X141","X155","X153","X029","X114","X137","X150","X138","X142","X131","X132","X133","X016","X017"
"D072201270048460063","萨摩耶无限担保","202201270393132269","0","-999999","1.000000","0","-999999","0","-999999","11","0","2","36","3000.00","3000.00","1.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048460063","萨摩耶有限担保","202201270393132269","0","-999999","1.000000","0","-999999","0","-999999","11","0","2","36","3000.00","3000.00","1.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048460064","萨摩耶无限担保","202201270393132266","0","2","1.000000","0","89","0","0","24","1","18","31","5000.00","5000.00","0.500000","-999999.0000","1.000000","0","1","1","0","1","-999999"
"D072201270048460064","萨摩耶有限担保","202201270393132266","0","2","1.000000","0","89","0","0","24","1","18","31","5000.00","5000.00","0.500000","-999999.0000","1.000000","0","1","1","0","1","-999999"
"D072201270048460167","萨摩耶无限担保","202201270394485185","0","-999999","0.000000","0","-999999","0","29","11","0","115","63","-999999.00","-999999.00","0.650000","-999999.0000","0.950000","0","1","1","0","-999999","-999999"
"D072201270048460167","萨摩耶有限担保","202201270394485185","0","-999999","0.000000","0","-999999","0","29","11","0","115","63","-999999.00","-999999.00","0.650000","-999999.0000","0.950000","0","1","1","0","-999999","-999999"
"D072201270048460397","萨摩耶无限担保","202201270394488717","0","3","-999999.000000","0","128","0","16","24","1","55","58","-999999.00","-999999.00","0.666700","-999999.0000","0.500000","0","1","0","0","-999999","-999999"
"D072201270048460397","萨摩耶有限担保","202201270394488717","0","3","-999999.000000","0","128","0","16","24","1","55","58","-999999.00","-999999.00","0.666700","-999999.0000","0.500000","0","1","0","0","-999999","-999999"
"D072201270048460414","萨摩耶无限担保","202201270394488947","0","-999999","-999999.000000","0","-999999","0","-999999","4","0","3","13","-999999.00","-999999.00","0.500000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201270048460414","萨摩耶有限担保","202201270394488947","0","-999999","-999999.000000","0","-999999","0","-999999","4","0","3","13","-999999.00","-999999.00","0.500000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201270048460565","萨摩耶无限担保","202201270394491601","0","-999999","0.000000","0","78","0","-999999","16","0","22","93","8.00","-999999.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048460565","萨摩耶有限担保","202201270394491601","0","-999999","0.000000","0","78","0","-999999","16","0","22","93","8.00","-999999.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048470067","萨摩耶无限担保","202201270393132264","1","-999999","-999999.000000","0","39","0","-999999","30","0","34","45","-999999.00","-999999.00","0.705900","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201270048470067","萨摩耶有限担保","202201270393132264","1","-999999","-999999.000000","0","39","0","-999999","30","0","34","45","-999999.00","-999999.00","0.705900","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201270048470068","萨摩耶无限担保","202201270393132259","1","-999999","0.000000","0","-999999","0","-999999","7","0","5","162","-999999.00","-999999.00","1.000000","-999999.0000","0.666700","0","1","1","0","-999999","-999999"
"D072201270048470068","萨摩耶有限担保","202201270393132259","1","-999999","0.000000","0","-999999","0","-999999","7","0","5","162","-999999.00","-999999.00","1.000000","-999999.0000","0.666700","0","1","1","0","-999999","-999999"
"D072201270048470157","萨摩耶无限担保","11164170093746567755","1","-999999","1.000000","0","-999999","1","-999999","18","0","88","62","9000.00","9000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048470157","萨摩耶有限担保","11164170093746567755","1","-999999","1.000000","0","-999999","1","-999999","18","0","88","62","9000.00","9000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201270048470170","萨摩耶无限担保","202201270393139429","1","1","1.000000","0","61","3","0","30","0","21","70","3000.00","12000.00","0.428600","-999999.0000","1.000000","1","1","1","0","-999999","1"
"D072201270048470170","萨摩耶有限担保","202201270393139429","1","1","1.000000","0","61","3","0","30","0","21","70","3000.00","12000.00","0.428600","-999999.0000","1.000000","1","1","1","0","-999999","1"
